,BHK,Location,Total_sqft,Bedroom,Bathroom,Price,price_per_sqft,Skewed_SP
49,1,Jubliee Residences,326.0,1,1,12.32,3779.1411042944787,2.589266665112243
50,1,"CC Apartment,Egmore, Chennai",476.0,1,1,40.46,8500.0,3.7247291070076334
51,1,"Pothur, Chennai",350.0,1,1,11.0,3142.8571428571427,2.4849066497880004
52,1,"shivani homes,VOC Nagar, Pammal,Chennai",550.0,1,1,22.0,4000.0,3.1354942159291497
53,1,"akshaya cube,Choolaima Nagar, Thoraipakkam,Chennai",1500.0,1,1,1.61,107.33333333333333,0.9593502213346021
54,1,Sri Ramanujar Nagar,460.0,1,1,15.0,3260.8695652173915,2.772588722239781
55,1,Emami Tejomaya,498.0,1,1,29.5,5923.694779116466,3.417726683613366
56,1,"T Nagar, Chennai",470.0,1,1,40.0,8510.63829787234,3.713572066704308
57,1,"DJ Properties,Anthony Nagar, Kolathur,Chennai",519.0,1,1,36.0,6936.416184971098,3.6109179126442243
58,1,", Chennai",600.0,1,1,28.88,4813.333333333333,3.3971893602646164
59,1,"Padur, Chennai",338.0,1,1,16.0,4733.7278106508875,2.833213344056216
60,1,"Thiruporur,OMR ,Chennai",600.0,1,1,19.95,3325.0,3.0421386463681466
61,1,"Thirumazhisai, Chennai",600.0,1,1,22.685,3780.8333333333335,3.164841936375715
62,1,"Investment Apartment in Porur,Buddhar Colony, Porur,Chennai",328.0,1,1,25.0,7621.951219512195,3.258096538021482
63,1,"Siruseri,Chennai south,Chennai",338.0,1,1,26.56,7857.988165680474,3.3163654461454577
64,1,DRA Truliv Porur,328.0,1,1,26.49,8076.219512195122,3.3138223021771545
65,1,"Madurantakam, Chennai",450.0,1,1,20.0,4444.444444444444,3.044522437723423
66,1,"VIRAT VISHNU FLATS,Selaiyur, Chennai",500.0,1,1,24.5,4900.0,3.2386784521643803
67,1,"SUNDARAM PEARL,Selaiyur, Chennai",516.0,1,1,26.0,5038.759689922481,3.295836866004329
68,1,"On Request ,Guduvancheri, Chennai",350.0,1,1,12.32,3520.0,2.589266665112243
69,1,Jubliee Residences,326.0,1,1,12.32,3779.1411042944787,2.589266665112243
70,1,"CC Apartment,Egmore, Chennai",476.0,1,1,40.46,8500.0,3.7247291070076334
71,1,"Pothur, Chennai",350.0,1,1,11.0,3142.8571428571427,2.4849066497880004
72,1,"shivani homes,VOC Nagar, Pammal,Chennai",550.0,1,1,22.0,4000.0,3.1354942159291497
73,1,"akshaya cube,Choolaima Nagar, Thoraipakkam,Chennai",1500.0,1,1,1.61,107.33333333333333,0.9593502213346021
74,1,Sri Ramanujar Nagar,460.0,1,1,15.0,3260.8695652173915,2.772588722239781
75,1,Emami Tejomaya,498.0,1,1,29.5,5923.694779116466,3.417726683613366
76,1,"T Nagar, Chennai",470.0,1,1,40.0,8510.63829787234,3.713572066704308
77,1,"DJ Properties,Anthony Nagar, Kolathur,Chennai",519.0,1,1,36.0,6936.416184971098,3.6109179126442243
78,1,", Chennai",600.0,1,1,28.88,4813.333333333333,3.3971893602646164
79,1,"Padur, Chennai",338.0,1,1,16.0,4733.7278106508875,2.833213344056216
80,1,"Thiruporur,OMR ,Chennai",850,1,1,19.95,,3.0421386463681466
81,1,"Thirumazhisai, Chennai",850,1,1,22.685,,3.164841936375715
82,1,"Investment Apartment in Porur,Buddhar Colony, Porur,Chennai",328.0,1,1,25.0,7621.951219512195,3.258096538021482
83,1,"Siruseri,Chennai south,Chennai",850,1,1,26.56,,3.3163654461454577
84,1,DRA Truliv Porur,328.0,1,1,26.49,8076.219512195122,3.3138223021771545
85,1,"Madurantakam, Chennai",450.0,1,1,20.0,4444.444444444444,3.044522437723423
86,1,"VIRAT VISHNU FLATS,Selaiyur, Chennai",500.0,1,1,24.5,4900.0,3.2386784521643803
87,1,"SUNDARAM PEARL,Selaiyur, Chennai",516.0,1,1,26.0,5038.759689922481,3.295836866004329
88,1,"On Request ,Guduvancheri, Chennai",350.0,1,1,12.32,3520.0,2.589266665112243
89,1,Jubliee Residences,326.0,1,1,12.32,3779.1411042944787,2.589266665112243
90,1,"CC Apartment,Egmore, Chennai",476.0,1,1,40.46,8500.0,3.7247291070076334
91,1,"Pothur, Chennai",350.0,1,1,11.0,3142.8571428571427,2.4849066497880004
92,1,"shivani homes,VOC Nagar, Pammal,Chennai",550.0,1,1,22.0,4000.0,3.1354942159291497
93,1,"akshaya cube,Choolaima Nagar, Thoraipakkam,Chennai",1500.0,1,1,1.61,107.33333333333333,0.9593502213346021
94,1,Sri Ramanujar Nagar,460.0,1,1,15.0,3260.8695652173915,2.772588722239781
95,1,Emami Tejomaya,498.0,1,1,29.5,5923.694779116466,3.417726683613366
96,1,"T Nagar, Chennai",470.0,1,1,40.0,8510.63829787234,3.713572066704308
97,1,"DJ Properties,Anthony Nagar, Kolathur,Chennai",519.0,1,1,36.0,6936.416184971098,3.6109179126442243
98,1,", Chennai",600.0,1,1,28.88,4813.333333333333,3.3971893602646164
99,1,"Padur, Chennai",338.0,1,1,16.0,4733.7278106508875,2.833213344056216
100,1,"Thiruporur,OMR ,Chennai",850,1,1,19.95,,3.0421386463681466
101,1,"Thirumazhisai, Chennai",850,1,1,22.685,,3.164841936375715
102,1,"Investment Apartment in Porur,Buddhar Colony, Porur,Chennai",328.0,1,1,25.0,7621.951219512195,3.258096538021482
103,1,"Siruseri,Chennai south,Chennai",850,1,1,26.56,,3.3163654461454577
104,1,DRA Truliv Porur,328.0,1,1,26.49,8076.219512195122,3.3138223021771545
105,1,"Madurantakam, Chennai",450.0,1,1,20.0,4444.444444444444,3.044522437723423
106,1,"VIRAT VISHNU FLATS,Selaiyur, Chennai",500.0,1,1,24.5,4900.0,3.2386784521643803
107,1,"SUNDARAM PEARL,Selaiyur, Chennai",516.0,1,1,26.0,5038.759689922481,3.295836866004329
108,1,"On Request ,Guduvancheri, Chennai",350.0,1,1,12.32,3520.0,2.589266665112243
109,1,Jubliee Residences,326.0,1,1,12.32,3779.1411042944787,2.589266665112243
110,1,"CC Apartment,Egmore, Chennai",476.0,1,1,40.46,8500.0,3.7247291070076334
111,1,"Pothur, Chennai",350.0,1,1,11.0,3142.8571428571427,2.4849066497880004
112,1,"shivani homes,VOC Nagar, Pammal,Chennai",550.0,1,1,22.0,4000.0,3.1354942159291497
113,1,"akshaya cube,Choolaima Nagar, Thoraipakkam,Chennai",1500.0,1,1,1.61,107.33333333333333,0.9593502213346021
114,1,Sri Ramanujar Nagar,460.0,1,1,15.0,3260.8695652173915,2.772588722239781
115,1,Emami Tejomaya,498.0,1,1,29.5,5923.694779116466,3.417726683613366
116,1,"T Nagar, Chennai",470.0,1,1,40.0,8510.63829787234,3.713572066704308
117,1,"DJ Properties,Anthony Nagar, Kolathur,Chennai",519.0,1,1,36.0,6936.416184971098,3.6109179126442243
118,1,", Chennai",600.0,1,1,28.88,4813.333333333333,3.3971893602646164
119,1,"Padur, Chennai",338.0,1,1,16.0,4733.7278106508875,2.833213344056216
120,1,"Thiruporur,OMR ,Chennai",850,1,1,19.95,,3.0421386463681466
121,1,"Thirumazhisai, Chennai",850,1,1,22.685,,3.164841936375715
122,1,"Investment Apartment in Porur,Buddhar Colony, Porur,Chennai",328.0,1,1,25.0,7621.951219512195,3.258096538021482
123,1,"Siruseri,Chennai south,Chennai",850,1,1,26.56,,3.3163654461454577
124,1,DRA Truliv Porur,328.0,1,1,26.49,8076.219512195122,3.3138223021771545
125,1,"Madurantakam, Chennai",450.0,1,1,20.0,4444.444444444444,3.044522437723423
126,1,"VIRAT VISHNU FLATS,Selaiyur, Chennai",500.0,1,1,24.5,4900.0,3.2386784521643803
127,1,"SUNDARAM PEARL,Selaiyur, Chennai",516.0,1,1,26.0,5038.759689922481,3.295836866004329
128,1,"On Request ,Guduvancheri, Chennai",350.0,1,1,12.32,3520.0,2.589266665112243
129,1,Jubliee Residences,326.0,1,1,12.32,3779.1411042944787,2.589266665112243
130,1,"CC Apartment,Egmore, Chennai",476.0,1,1,40.46,8500.0,3.7247291070076334
131,1,"Pothur, Chennai",350.0,1,1,11.0,3142.8571428571427,2.4849066497880004
132,1,"shivani homes,VOC Nagar, Pammal,Chennai",550.0,1,1,22.0,4000.0,3.1354942159291497
133,1,"akshaya cube,Choolaima Nagar, Thoraipakkam,Chennai",1500.0,1,1,1.61,107.33333333333333,0.9593502213346021
134,1,Sri Ramanujar Nagar,460.0,1,1,15.0,3260.8695652173915,2.772588722239781
135,1,Emami Tejomaya,498.0,1,1,29.5,5923.694779116466,3.417726683613366
136,1,"T Nagar, Chennai",470.0,1,1,40.0,8510.63829787234,3.713572066704308
137,1,"DJ Properties,Anthony Nagar, Kolathur,Chennai",519.0,1,1,36.0,6936.416184971098,3.6109179126442243
138,1,", Chennai",600.0,1,1,28.88,4813.333333333333,3.3971893602646164
139,1,"Padur, Chennai",338.0,1,1,16.0,4733.7278106508875,2.833213344056216
140,1,"Thiruporur,OMR ,Chennai",850,1,1,19.95,,3.0421386463681466
141,1,"Thirumazhisai, Chennai",850,1,1,22.685,,3.164841936375715
142,1,"Investment Apartment in Porur,Buddhar Colony, Porur,Chennai",328.0,1,1,25.0,7621.951219512195,3.258096538021482
143,1,"Siruseri,Chennai south,Chennai",850,1,1,26.56,,3.3163654461454577
144,1,DRA Truliv Porur,328.0,1,1,26.49,8076.219512195122,3.3138223021771545
145,1,"Madurantakam, Chennai",450.0,1,1,20.0,4444.444444444444,3.044522437723423
146,1,"VIRAT VISHNU FLATS,Selaiyur, Chennai",500.0,1,1,24.5,4900.0,3.2386784521643803
147,1,"SUNDARAM PEARL,Selaiyur, Chennai",516.0,1,1,26.0,5038.759689922481,3.295836866004329
148,1,"On Request ,Guduvancheri, Chennai",350.0,1,1,12.32,3520.0,2.589266665112243
149,1,Jubliee Residences,326.0,1,1,12.32,3779.1411042944787,2.589266665112243
150,1,"CC Apartment,Egmore, Chennai",476.0,1,1,40.46,8500.0,3.7247291070076334
151,1,"Pothur, Chennai",350.0,1,1,11.0,3142.8571428571427,2.4849066497880004
152,1,"shivani homes,VOC Nagar, Pammal,Chennai",550.0,1,1,22.0,4000.0,3.1354942159291497
153,1,"akshaya cube,Choolaima Nagar, Thoraipakkam,Chennai",1500.0,1,1,1.61,107.33333333333333,0.9593502213346021
154,1,Sri Ramanujar Nagar,460.0,1,1,15.0,3260.8695652173915,2.772588722239781
155,1,Emami Tejomaya,498.0,1,1,29.5,5923.694779116466,3.417726683613366
156,1,"T Nagar, Chennai",470.0,1,1,40.0,8510.63829787234,3.713572066704308
157,1,"DJ Properties,Anthony Nagar, Kolathur,Chennai",519.0,1,1,36.0,6936.416184971098,3.6109179126442243
158,1,", Chennai",600.0,1,1,28.88,4813.333333333333,3.3971893602646164
159,1,"Padur, Chennai",338.0,1,1,16.0,4733.7278106508875,2.833213344056216
160,1,"Thiruporur,OMR ,Chennai",850,1,1,19.95,,3.0421386463681466
161,1,"Thirumazhisai, Chennai",850,1,1,22.685,,3.164841936375715
162,1,"Investment Apartment in Porur,Buddhar Colony, Porur,Chennai",328.0,1,1,25.0,7621.951219512195,3.258096538021482
163,1,"Siruseri,Chennai south,Chennai",850,1,1,26.56,,3.3163654461454577
164,1,DRA Truliv Porur,328.0,1,1,26.49,8076.219512195122,3.3138223021771545
165,1,"Madurantakam, Chennai",450.0,1,1,20.0,4444.444444444444,3.044522437723423
166,1,"VIRAT VISHNU FLATS,Selaiyur, Chennai",500.0,1,1,24.5,4900.0,3.2386784521643803
167,1,"SUNDARAM PEARL,Selaiyur, Chennai",516.0,1,1,26.0,5038.759689922481,3.295836866004329
168,1,"On Request ,Guduvancheri, Chennai",350.0,1,1,12.32,3520.0,2.589266665112243
169,1,Jubliee Residences,326.0,1,1,12.32,3779.1411042944787,2.589266665112243
170,1,"CC Apartment,Egmore, Chennai",476.0,1,1,40.46,8500.0,3.7247291070076334
171,1,"Pothur, Chennai",350.0,1,1,11.0,3142.8571428571427,2.4849066497880004
172,1,"shivani homes,VOC Nagar, Pammal,Chennai",550.0,1,1,22.0,4000.0,3.1354942159291497
173,1,"akshaya cube,Choolaima Nagar, Thoraipakkam,Chennai",1500.0,1,1,1.61,107.33333333333333,0.9593502213346021
174,1,Sri Ramanujar Nagar,460.0,1,1,15.0,3260.8695652173915,2.772588722239781
175,1,Emami Tejomaya,498.0,1,1,29.5,5923.694779116466,3.417726683613366
176,1,"T Nagar, Chennai",470.0,1,1,40.0,8510.63829787234,3.713572066704308
177,1,"DJ Properties,Anthony Nagar, Kolathur,Chennai",519.0,1,1,36.0,6936.416184971098,3.6109179126442243
178,1,", Chennai",600.0,1,1,28.88,4813.333333333333,3.3971893602646164
179,1,"Padur, Chennai",338.0,1,1,16.0,4733.7278106508875,2.833213344056216
180,1,"Thiruporur,OMR ,Chennai",850,1,1,19.95,,3.0421386463681466
181,1,"Thirumazhisai, Chennai",850,1,1,22.685,,3.164841936375715
182,1,"Investment Apartment in Porur,Buddhar Colony, Porur,Chennai",328.0,1,1,25.0,7621.951219512195,3.258096538021482
183,1,"Siruseri,Chennai south,Chennai",850,1,1,26.56,,3.3163654461454577
184,1,DRA Truliv Porur,328.0,1,1,26.49,8076.219512195122,3.3138223021771545
185,1,"Madurantakam, Chennai",450.0,1,1,20.0,4444.444444444444,3.044522437723423
186,1,"VIRAT VISHNU FLATS,Selaiyur, Chennai",500.0,1,1,24.5,4900.0,3.2386784521643803
187,1,"SUNDARAM PEARL,Selaiyur, Chennai",516.0,1,1,26.0,5038.759689922481,3.295836866004329
188,1,"On Request ,Guduvancheri, Chennai",350.0,1,1,12.32,3520.0,2.589266665112243
189,1,Jubliee Residences,326.0,1,1,12.32,3779.1411042944787,2.589266665112243
190,1,"CC Apartment,Egmore, Chennai",476.0,1,1,40.46,8500.0,3.7247291070076334
191,1,"Pothur, Chennai",350.0,1,1,11.0,3142.8571428571427,2.4849066497880004
192,1,"shivani homes,VOC Nagar, Pammal,Chennai",550.0,1,1,22.0,4000.0,3.1354942159291497
193,1,"akshaya cube,Choolaima Nagar, Thoraipakkam,Chennai",1500.0,1,1,1.61,107.33333333333333,0.9593502213346021
194,1,Sri Ramanujar Nagar,460.0,1,1,15.0,3260.8695652173915,2.772588722239781
195,1,Emami Tejomaya,498.0,1,1,29.5,5923.694779116466,3.417726683613366
196,1,"T Nagar, Chennai",470.0,1,1,40.0,8510.63829787234,3.713572066704308
197,1,"DJ Properties,Anthony Nagar, Kolathur,Chennai",519.0,1,1,36.0,6936.416184971098,3.6109179126442243
198,1,", Chennai",600.0,1,1,28.88,4813.333333333333,3.3971893602646164
199,1,"Padur, Chennai",338.0,1,1,16.0,4733.7278106508875,2.833213344056216
200,1,"Thiruporur,OMR ,Chennai",850,1,1,19.95,,3.0421386463681466
201,1,"Thirumazhisai, Chennai",850,1,1,22.685,,3.164841936375715
202,1,"Investment Apartment in Porur,Buddhar Colony, Porur,Chennai",328.0,1,1,25.0,7621.951219512195,3.258096538021482
203,1,"Siruseri,Chennai south,Chennai",850,1,1,26.56,,3.3163654461454577
204,1,DRA Truliv Porur,328.0,1,1,26.49,8076.219512195122,3.3138223021771545
205,1,"Madurantakam, Chennai",450.0,1,1,20.0,4444.444444444444,3.044522437723423
206,1,"VIRAT VISHNU FLATS,Selaiyur, Chennai",500.0,1,1,24.5,4900.0,3.2386784521643803
207,1,"SUNDARAM PEARL,Selaiyur, Chennai",516.0,1,1,26.0,5038.759689922481,3.295836866004329
208,1,"On Request ,Guduvancheri, Chennai",350.0,1,1,12.32,3520.0,2.589266665112243
209,1,Jubliee Residences,326.0,1,1,12.32,3779.1411042944787,2.589266665112243
210,1,"CC Apartment,Egmore, Chennai",476.0,1,1,40.46,8500.0,3.7247291070076334
211,1,"Pothur, Chennai",350.0,1,1,11.0,3142.8571428571427,2.4849066497880004
212,1,"shivani homes,VOC Nagar, Pammal,Chennai",550.0,1,1,22.0,4000.0,3.1354942159291497
213,1,"akshaya cube,Choolaima Nagar, Thoraipakkam,Chennai",1500.0,1,1,1.61,107.33333333333333,0.9593502213346021
214,1,Sri Ramanujar Nagar,460.0,1,1,15.0,3260.8695652173915,2.772588722239781
215,1,Emami Tejomaya,498.0,1,1,29.5,5923.694779116466,3.417726683613366
216,1,"T Nagar, Chennai",470.0,1,1,40.0,8510.63829787234,3.713572066704308
217,1,"DJ Properties,Anthony Nagar, Kolathur,Chennai",519.0,1,1,36.0,6936.416184971098,3.6109179126442243
218,1,", Chennai",600.0,1,1,28.88,4813.333333333333,3.3971893602646164
219,1,"Padur, Chennai",338.0,1,1,16.0,4733.7278106508875,2.833213344056216
220,1,"Thiruporur,OMR ,Chennai",850,1,1,19.95,,3.0421386463681466
221,1,"Thirumazhisai, Chennai",850,1,1,22.685,,3.164841936375715
222,1,"Investment Apartment in Porur,Buddhar Colony, Porur,Chennai",328.0,1,1,25.0,7621.951219512195,3.258096538021482
223,1,"Siruseri,Chennai south,Chennai",850,1,1,26.56,,3.3163654461454577
224,1,DRA Truliv Porur,328.0,1,1,26.49,8076.219512195122,3.3138223021771545
225,1,"Madurantakam, Chennai",450.0,1,1,20.0,4444.444444444444,3.044522437723423
226,1,"VIRAT VISHNU FLATS,Selaiyur, Chennai",500.0,1,1,24.5,4900.0,3.2386784521643803
227,1,"SUNDARAM PEARL,Selaiyur, Chennai",516.0,1,1,26.0,5038.759689922481,3.295836866004329
228,1,"On Request ,Guduvancheri, Chennai",350.0,1,1,12.32,3520.0,2.589266665112243
229,1,Jubliee Residences,326.0,1,1,12.32,3779.1411042944787,2.589266665112243
230,1,"CC Apartment,Egmore, Chennai",476.0,1,1,40.46,8500.0,3.7247291070076334
231,1,"Pothur, Chennai",350.0,1,1,11.0,3142.8571428571427,2.4849066497880004
232,1,"shivani homes,VOC Nagar, Pammal,Chennai",550.0,1,1,22.0,4000.0,3.1354942159291497
233,1,"akshaya cube,Choolaima Nagar, Thoraipakkam,Chennai",1500.0,1,1,1.61,107.33333333333333,0.9593502213346021
234,1,Sri Ramanujar Nagar,460.0,1,1,15.0,3260.8695652173915,2.772588722239781
235,1,Emami Tejomaya,498.0,1,1,29.5,5923.694779116466,3.417726683613366
236,1,"T Nagar, Chennai",470.0,1,1,40.0,8510.63829787234,3.713572066704308
237,1,"DJ Properties,Anthony Nagar, Kolathur,Chennai",519.0,1,1,36.0,6936.416184971098,3.6109179126442243
238,1,", Chennai",600.0,1,1,28.88,4813.333333333333,3.3971893602646164
239,1,"Padur, Chennai",338.0,1,1,16.0,4733.7278106508875,2.833213344056216
240,1,"Thiruporur,OMR ,Chennai",850,1,1,19.95,,3.0421386463681466
241,1,"Thirumazhisai, Chennai",850,1,1,22.685,,3.164841936375715
242,1,"Investment Apartment in Porur,Buddhar Colony, Porur,Chennai",328.0,1,1,25.0,7621.951219512195,3.258096538021482
243,1,"Siruseri,Chennai south,Chennai",850,1,1,26.56,,3.3163654461454577
244,1,DRA Truliv Porur,328.0,1,1,26.49,8076.219512195122,3.3138223021771545
245,1,"Madurantakam, Chennai",450.0,1,1,20.0,4444.444444444444,3.044522437723423
246,1,"VIRAT VISHNU FLATS,Selaiyur, Chennai",500.0,1,1,24.5,4900.0,3.2386784521643803
247,1,"SUNDARAM PEARL,Selaiyur, Chennai",516.0,1,1,26.0,5038.759689922481,3.295836866004329
248,1,"On Request ,Guduvancheri, Chennai",350.0,1,1,12.32,3520.0,2.589266665112243
249,1,Jubliee Residences,326.0,1,1,12.32,3779.1411042944787,2.589266665112243
250,1,"CC Apartment,Egmore, Chennai",476.0,1,1,40.46,8500.0,3.7247291070076334
251,1,"Pothur, Chennai",350.0,1,1,11.0,3142.8571428571427,2.4849066497880004
252,1,"shivani homes,VOC Nagar, Pammal,Chennai",550.0,1,1,22.0,4000.0,3.1354942159291497
253,1,"akshaya cube,Choolaima Nagar, Thoraipakkam,Chennai",1500.0,1,1,1.61,107.33333333333333,0.9593502213346021
254,1,Sri Ramanujar Nagar,460.0,1,1,15.0,3260.8695652173915,2.772588722239781
255,1,Emami Tejomaya,498.0,1,1,29.5,5923.694779116466,3.417726683613366
256,1,"T Nagar, Chennai",470.0,1,1,40.0,8510.63829787234,3.713572066704308
257,1,"DJ Properties,Anthony Nagar, Kolathur,Chennai",519.0,1,1,36.0,6936.416184971098,3.6109179126442243
258,1,", Chennai",600.0,1,1,28.88,4813.333333333333,3.3971893602646164
259,1,"Padur, Chennai",338.0,1,1,16.0,4733.7278106508875,2.833213344056216
260,1,"Thiruporur,OMR ,Chennai",850,1,1,19.95,,3.0421386463681466
261,1,"Thirumazhisai, Chennai",850,1,1,22.685,,3.164841936375715
262,1,"Investment Apartment in Porur,Buddhar Colony, Porur,Chennai",328.0,1,1,25.0,7621.951219512195,3.258096538021482
263,1,"Siruseri,Chennai south,Chennai",850,1,1,26.56,,3.3163654461454577
264,1,DRA Truliv Porur,328.0,1,1,26.49,8076.219512195122,3.3138223021771545
265,1,"Madurantakam, Chennai",450.0,1,1,20.0,4444.444444444444,3.044522437723423
266,1,"VIRAT VISHNU FLATS,Selaiyur, Chennai",500.0,1,1,24.5,4900.0,3.2386784521643803
267,1,"SUNDARAM PEARL,Selaiyur, Chennai",516.0,1,1,26.0,5038.759689922481,3.295836866004329
268,1,"On Request ,Guduvancheri, Chennai",350.0,1,1,12.32,3520.0,2.589266665112243
269,1,Jubliee Residences,326.0,1,1,12.32,3779.1411042944787,2.589266665112243
270,1,"CC Apartment,Egmore, Chennai",476.0,1,1,40.46,8500.0,3.7247291070076334
271,1,"Pothur, Chennai",350.0,1,1,11.0,3142.8571428571427,2.4849066497880004
272,1,"shivani homes,VOC Nagar, Pammal,Chennai",550.0,1,1,22.0,4000.0,3.1354942159291497
273,1,"akshaya cube,Choolaima Nagar, Thoraipakkam,Chennai",1500.0,1,1,1.61,107.33333333333333,0.9593502213346021
274,1,Sri Ramanujar Nagar,460.0,1,1,15.0,3260.8695652173915,2.772588722239781
275,1,Emami Tejomaya,498.0,1,1,29.5,5923.694779116466,3.417726683613366
276,1,"T Nagar, Chennai",470.0,1,1,40.0,8510.63829787234,3.713572066704308
277,1,"DJ Properties,Anthony Nagar, Kolathur,Chennai",519.0,1,1,36.0,6936.416184971098,3.6109179126442243
278,1,", Chennai",600.0,1,1,28.88,4813.333333333333,3.3971893602646164
279,1,"Padur, Chennai",338.0,1,1,16.0,4733.7278106508875,2.833213344056216
280,1,"Thiruporur,OMR ,Chennai",850,1,1,19.95,,3.0421386463681466
281,1,"Thirumazhisai, Chennai",850,1,1,22.685,,3.164841936375715
282,1,"Investment Apartment in Porur,Buddhar Colony, Porur,Chennai",328.0,1,1,25.0,7621.951219512195,3.258096538021482
283,1,"Siruseri,Chennai south,Chennai",850,1,1,26.56,,3.3163654461454577
284,1,DRA Truliv Porur,328.0,1,1,26.49,8076.219512195122,3.3138223021771545
